Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.111799,0.943487,2.058613,2.919249,4.086936,4.865768,5.799459,6.777376,8.154420,9.073395,0.000000
-0.102493,0.997725,1.973130,3.060593,3.993205,5.059807,6.055025,7.084831,7.995714,9.072745,0.000000
-0.036658,1.030532,2.000056,2.981446,3.980033,4.988270,6.016029,6.990942,7.992982,9.142391,0.000000
-0.057391,1.076165,2.067132,3.036208,3.942542,4.953238,5.980824,7.086335,7.983312,9.153311,0.000000
-0.062561,1.009031,2.071592,3.050414,3.943468,4.932721,5.998829,7.068095,8.075709,9.157337,0.000000
-0.080462,1.036203,2.109233,3.080541,3.896881,4.904343,5.989691,7.126467,8.059531,9.158488,0.000000
-0.055485,1.056453,2.149084,3.045225,3.865695,4.812356,5.976100,7.113073,8.060046,9.241868,0.000000
-0.075388,1.052175,2.088190,3.067552,3.811595,4.819146,5.968767,7.082527,8.117365,9.319594,0.000000
-0.095435,1.087676,2.033071,3.072860,3.831304,4.843957,5.924812,7.061931,8.220588,9.355046,0.000000
-0.123526,1.082709,2.026305,3.043180,3.867533,4.791879,5.908992,7.089292,8.197677,9.345168,0.000000
-0.131276,1.066538,2.066898,3.056646,3.863709,4.760787,5.906045,7.010480,8.121649,9.371265,0.000000
-0.111287,1.053916,2.074347,3.104126,3.897193,4.746782,5.941494,6.995101,8.141706,9.348700,0.000000
-0.062342,1.058428,2.027088,3.118093,3.939711,4.697942,5.904201,6.969699,8.225706,9.349733,0.000000
-0.064686,1.127535,1.934391,3.050321,3.953444,4.690592,5.886864,6.884761,8.237111,9.381764,0.000000
-0.098146,1.097735,1.919722,3.040966,3.948191,4.740225,5.844231,6.822462,8.262331,9.426295,0.000000
-0.137565,1.101101,1.960670,3.053215,3.958187,4.734759,5.900297,6.932501,8.307467,9.470218,0.000000
-0.176120,1.166882,1.939237,3.064865,3.948993,4.751761,5.880482,6.955447,8.341159,9.464530,0.000000
-0.185985,1.192639,1.908769,3.116114,3.942240,4.716903,5.853727,6.940214,8.345619,9.472146,0.000000
-0.139295,1.194565,1.938257,3.167516,3.914175,4.699834,5.837901,6.956485,8.308894,9.458302,0.000000
-0.059960,1.152282,1.930586,3.156865,3.875112,4.663944,5.863817,6.961132,8.297217,9.473319,0.000000
-0.035418,1.175481,1.853125,3.147178,3.833943,4.704638,5.832126,6.965637,8.320746,9.521557,0.000000
-0.042013,1.221181,1.892431,3.190580,3.891670,4.653170,5.862185,6.940323,8.326768,9.534725,0.000000
-0.027387,1.234424,1.887373,3.256217,3.870577,4.599674,5.878603,6.872777,8.383457,9.505593,0.000000
-0.016627,1.198715,1.846764,3.233322,3.820283,4.559509,5.932862,6.824247,8.432933,9.421803,0.000000
-0.043813,1.242747,1.899230,3.213677,3.825111,4.523553,5.968891,6.791411,8.445044,9.383485,0.000000
-0.038836,1.292047,1.887934,3.161462,3.827246,4.507602,5.893434,6.805339,8.474663,9.324908,0.000000
0.021553,1.308033,1.874995,3.124076,3.778002,4.477100,5.889662,6.773859,8.440705,9.347413,0.000000
-0.028699,1.266857,1.867709,3.138951,3.811471,4.484674,5.860721,6.777463,8.397056,9.400083,0.000000
-0.023265,1.189624,1.908206,3.112670,3.806844,4.498680,5.812687,6.834927,8.369436,9.370158,0.000000
-0.049700,1.159240,1.898899,3.088523,3.840925,4.497501,5.852071,6.833742,8.409623,9.356022,0.000000
-0.094041,1.184934,1.874418,3.057667,3.837497,4.525570,5.901135,6.760858,8.471868,9.380241,0.000000
-0.137807,1.205082,1.876777,3.049662,3.834040,4.550328,5.999396,6.715537,8.536013,9.340822,0.000000
-0.162421,1.190927,1.932333,3.018809,3.823193,4.527933,5.975796,6.669858,8.581065,9.308581,0.000000
-0.161891,1.163642,1.886937,3.050103,3.851034,4.506653,5.973939,6.686619,8.584338,9.342972,0.000000
-0.161720,1.172706,1.830697,3.063777,3.875748,4.496376,5.921297,6.769159,8.546173,9.386880,0.000000
-0.180806,1.255965,1.817141,3.044978,3.905005,4.561919,5.859206,6.775887,8.571876,9.375647,1.000000
-0.205195,1.272714,1.861376,3.004577,4.005465,4.597322,5.812976,6.781558,8.559013,9.374318,1.000000
-0.198021,1.228530,1.917310,2.968040,4.289286,4.585797,5.771990,6.752363,8.585472,9.368450,1.000000
-0.178105,1.237737,1.912112,2.942125,4.624211,4.602705,5.724708,6.738651,8.603135,9.303845,1.000000
-0.174823,1.237883,1.888529,2.941164,4.868829,4.561570,5.708456,6.718932,8.631636,9.273758,1.000000
-0.153025,1.214534,1.846391,2.947425,4.912165,4.569854,5.748312,6.742732,8.710227,9.300173,1.000000
-0.137248,1.158499,1.850625,2.911308,4.707128,4.597787,5.799365,6.772459,8.697048,9.263438,1.000000
-0.112478,1.166107,1.875434,2.919913,4.345781,4.585978,5.790800,6.739911,8.684651,9.200507,1.000000
-0.125335,1.173492,1.892240,2.932719,4.111090,4.518689,5.780197,6.716088,8.682702,9.235004,1.000000
-0.140297,1.172225,1.873457,2.981109,3.957355,4.517026,5.698839,6.709502,8.694318,9.192962,1.000000
-0.123782,1.237363,1.851723,2.967332,3.897313,4.502973,5.710361,6.703367,8.654390,9.168506,0.000000
-0.114941,1.214463,1.810379,2.975592,3.872357,4.529139,5.685028,6.698286,8.657453,9.158090,0.000000
-0.095742,1.165840,1.761462,2.991925,3.914956,4.592618,5.737509,6.688466,8.657213,9.174231,0.000000
-0.089593,1.109014,1.703694,3.057107,3.959790,4.669558,5.750646,6.688759,8.645597,9.149110,0.000000
-0.085982,1.109874,1.722837,3.063070,3.952367,4.675241,5.735907,6.715815,8.654678,9.182277,0.000000
-0.103148,1.108428,1.747295,3.042308,3.939977,4.622641,5.764666,6.681921,8.631421,9.177248,0.000000
-0.070456,1.079498,1.810645,3.031728,3.950735,4.609686,5.847384,6.642893,8.563142,9.170170,0.000000
-0.018486,1.072321,1.865466,3.016870,3.957486,4.595231,5.837669,6.689886,8.538561,9.221132,0.000000
0.031370,1.123979,1.818355,2.995089,3.985486,4.510509,5.827829,6.761260,8.522747,9.223310,0.000000
0.028767,1.086829,1.810227,2.975787,3.960826,4.447270,5.774557,6.795969,8.513084,9.201860,0.000000
0.013325,1.091173,1.883257,2.986310,3.972903,4.499728,5.737436,6.800148,8.521299,9.205327,0.000000
-0.036548,1.114582,1.916712,3.008515,3.981425,4.563197,5.769477,6.787446,8.535165,9.161768,0.000000
-0.041344,1.155277,1.956944,2.998347,3.996158,4.546413,5.724103,6.841049,8.540426,9.154671,0.000000
-0.015133,1.180522,1.879066,3.010342,3.983636,4.528988,5.687822,6.876145,8.568868,9.131543,0.000000
-0.031792,1.154782,1.831145,3.014941,3.954163,4.539662,5.661280,6.851428,8.597699,9.144821,0.000000
