Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.023310,1.099832,1.924671,2.869165,4.011076,5.147604,5.654281,7.178742,8.225206,8.840073,0.000000
-0.049928,1.036520,2.060621,3.096310,3.970832,5.023018,5.960363,6.993097,7.940174,9.041006,0.000000
-0.064212,1.103540,2.000089,3.150655,4.002290,5.057085,5.806748,7.111097,7.988264,9.011694,0.000000
-0.073806,1.075978,2.017703,3.232208,4.006528,5.009817,5.844513,7.104894,7.972596,9.075527,0.000000
-0.031640,1.040701,2.002682,3.164759,3.919691,5.073624,5.764154,7.140578,8.006000,9.089583,0.000000
-0.042574,1.035304,1.975380,3.127101,3.895029,5.101198,5.735131,7.150256,7.988184,9.083871,0.000000
-0.059801,1.034565,1.978676,3.069929,3.953714,5.094121,5.721002,7.157391,8.003755,9.070439,0.000000
-0.019252,1.001815,2.033060,3.085991,3.897369,4.974636,5.714503,7.117866,8.014191,9.113183,0.000000
0.009994,0.937265,2.010400,3.136285,3.832595,5.009882,5.689179,7.124115,8.013059,9.162156,0.000000
-0.001125,0.932068,1.989439,3.097306,3.809519,5.016614,5.711698,7.096457,8.011003,9.145972,0.000000
-0.017328,0.881310,2.034906,3.125895,3.841208,5.017516,5.661705,7.144481,8.058913,9.103010,0.000000
-0.015550,0.874998,2.033936,3.047389,3.837954,4.968578,5.682627,7.193064,8.070098,9.104624,0.000000
-0.042097,0.899055,1.985054,2.978281,3.854223,5.049240,5.674733,7.197426,8.053432,9.137812,0.000000
-0.006735,0.959479,2.006630,2.989942,3.904277,5.116123,5.713754,7.213917,8.034726,9.167917,0.000000
-0.008457,0.971307,1.986691,2.986757,3.935318,5.105032,5.659794,7.285594,8.060949,9.155972,0.000000
0.019593,0.899369,2.030703,3.074472,3.968569,5.113078,5.718949,7.264222,8.042995,9.162802,0.000000
0.057570,0.925545,2.033595,3.084926,3.968026,5.100320,5.702397,7.277734,8.053063,9.136059,0.000000
0.123478,0.983398,2.017135,3.074122,3.997308,5.114294,5.694447,7.343665,7.996538,9.105247,0.000000
0.147450,0.998760,1.976631,3.037522,4.019239,5.160376,5.667705,7.363264,7.969029,9.097273,0.000000
0.201313,1.009412,1.988026,3.127651,4.016482,5.170573,5.661962,7.402966,7.998118,9.152656,0.000000
0.218168,0.986903,1.953165,3.135203,3.873410,5.230221,5.706031,7.416108,7.972905,9.136040,0.000000
0.187020,0.936306,1.889693,3.103954,3.805561,5.300296,5.721042,7.385578,7.957900,9.069904,0.000000
0.231324,0.919961,1.836204,3.087671,3.790770,5.284404,5.659618,7.338564,7.928937,9.043506,0.000000
0.258894,0.913683,1.836785,3.134120,3.851447,5.284531,5.695885,7.312431,8.002544,9.061158,0.000000
0.159991,0.926070,1.838229,3.189145,3.850036,5.266443,5.736784,7.288508,7.968550,9.129076,0.000000
0.083949,0.969843,1.756804,3.235440,3.841084,5.278583,5.660582,7.316898,7.915237,9.111267,0.000000
0.063617,1.000289,1.718887,3.204309,3.908659,5.236621,5.606285,7.282732,7.913835,9.135476,0.000000
0.066391,1.049180,1.794955,3.180610,3.891519,5.227373,5.589130,7.296436,7.931122,9.154230,0.000000
0.034766,1.027593,1.802108,3.217507,3.759775,5.279904,5.576710,7.300531,7.935881,9.178593,0.000000
0.028281,0.981611,1.776930,3.243906,3.765518,5.285109,5.618870,7.301740,7.909525,9.106679,0.000000
0.042277,1.010170,1.751234,3.173139,3.777628,5.331310,5.632065,7.286603,7.930546,9.059167,1.000000
0.083700,1.015175,1.711385,3.114381,3.881962,5.333959,5.614295,7.277356,7.978318,9.053986,1.000000
0.111296,1.078026,1.643045,3.083142,4.094318,5.325229,5.571054,7.297128,7.981432,9.050153,1.000000
0.130973,1.127383,1.571344,3.021426,4.433468,5.358917,5.583445,7.325457,7.975881,9.097379,1.000000
0.131534,1.168386,1.541769,3.018253,4.753903,5.341252,5.596695,7.348672,7.963553,9.135801,1.000000
0.099836,1.168083,1.550754,3.048158,4.901892,5.280004,5.648526,7.323793,7.920677,9.146694,1.000000
0.150257,1.100401,1.606231,2.953048,4.636929,5.357267,5.662991,7.298818,7.961850,9.152517,1.000000
0.133649,1.145665,1.692318,2.833825,4.343063,5.344536,5.651538,7.287313,7.962470,9.059394,1.000000
0.080795,1.173217,1.719182,2.841173,4.037065,5.362964,5.684868,7.386316,7.998831,9.019261,1.000000
0.035522,1.162528,1.745850,2.901798,3.820004,5.402758,5.690643,7.361057,8.006485,9.003458,1.000000
0.077564,1.208460,1.759884,2.807360,3.713764,5.381499,5.695772,7.277806,8.044860,9.030955,0.000000
0.113268,1.274437,1.770876,2.783591,3.729870,5.342719,5.730844,7.287345,8.085231,9.042155,0.000000
0.068530,1.276447,1.783008,2.740960,3.781565,5.393817,5.730125,7.335035,8.109924,9.037017,0.000000
0.025280,1.329532,1.815048,2.669088,3.724200,5.324611,5.670267,7.269243,8.133350,8.973136,0.000000
0.021328,1.318901,1.900666,2.655060,3.718633,5.281206,5.704063,7.277055,8.137028,8.952999,0.000000
0.027860,1.317163,1.935902,2.640504,3.777185,5.295011,5.681088,7.279334,8.190990,8.916648,0.000000
0.086363,1.324351,1.925136,2.626437,3.765994,5.315696,5.666280,7.279611,8.183349,8.971915,0.000000
0.200514,1.289858,1.883587,2.591719,3.717698,5.293747,5.573659,7.240037,8.173117,8.995358,0.000000
0.186172,1.274699,1.850054,2.574972,3.701461,5.306137,5.537112,7.214963,8.186152,8.989563,0.000000
0.135896,1.245775,1.853326,2.586258,3.724303,5.215767,5.548362,7.183498,8.247160,8.995244,0.000000
0.073339,1.209307,1.850691,2.570690,3.721778,5.261804,5.546276,7.152525,8.191348,9.065292,0.000000
0.097038,1.166843,1.887403,2.542692,3.674065,5.244340,5.599581,7.151067,8.190771,9.117522,0.000000
0.151800,1.210314,1.867970,2.580576,3.697330,5.193631,5.683855,7.163159,8.166669,9.164536,0.000000
0.163244,1.216131,1.928292,2.613098,3.716265,5.152443,5.666175,7.166460,8.146914,9.143126,0.000000
0.149408,1.226505,1.961577,2.619744,3.668912,5.159515,5.702722,7.169045,8.126092,9.171166,0.000000
0.076357,1.265421,1.972139,2.663722,3.640238,5.147180,5.736099,7.193007,8.145019,9.186697,0.000000
-0.018602,1.293029,1.924909,2.675151,3.642868,5.143615,5.736731,7.213500,8.181629,9.153343,0.000000
-0.063873,1.334388,1.942660,2.678669,3.668976,5.178005,5.665224,7.253487,8.124103,9.107673,0.000000
-0.063904,1.304932,2.022157,2.698081,3.609385,5.181125,5.696987,7.299673,8.114321,9.155494,0.000000
-0.056446,1.278161,2.047571,2.603626,3.655913,5.207322,5.723781,7.392203,8.091903,9.186020,0.000000
-0.026652,1.251918,2.006004,2.538586,3.684939,5.231880,5.712485,7.415892,8.120061,9.202798,0.000000
0.036619,1.262772,2.006879,2.553673,3.708163,5.231912,5.752786,7.408734,8.093570,9.201253,0.000000
0.092076,1.243741,2.044794,2.571668,3.734799,5.232759,5.835926,7.436572,8.094349,9.153791,0.000000
0.136972,1.179081,2.024425,2.559232,3.696274,5.223122,5.883641,7.433406,8.116329,9.113346,0.000000
0.125111,1.156341,2.010702,2.438275,3.678647,5.184612,5.853675,7.470420,8.145480,9.117652,0.000000
0.140213,1.125510,1.943738,2.427400,3.717498,5.147912,5.779892,7.408116,8.218834,9.066941,0.000000
0.109715,1.110507,1.893369,2.436088,3.704245,5.115122,5.729658,7.338438,8.254167,9.005996,0.000000
0.150316,1.141836,1.867566,2.435782,3.756319,5.136083,5.711089,7.357804,8.287301,9.007992,0.000000
0.135115,1.092426,1.827816,2.467510,3.744720,5.197694,5.690112,7.341670,8.266980,8.941299,0.000000
0.118039,1.110136,1.885684,2.480709,3.690205,5.261464,5.687757,7.298370,8.279331,8.941985,0.000000
0.084401,1.101590,1.866015,2.514079,3.705834,5.258827,5.687523,7.337738,8.276245,8.963328,0.000000
0.057171,1.098281,1.808576,2.522712,3.757557,5.310501,5.592556,7.385533,8.321886,8.950393,0.000000
0.073893,1.112649,1.851054,2.535206,3.800959,5.287628,5.594351,7.379060,8.335601,8.966198,0.000000
0.099021,1.104757,1.863839,2.541329,3.821035,5.231353,5.573713,7.348453,8.363532,8.974786,0.000000
0.069350,1.041312,1.830814,2.566185,3.846012,5.206430,5.605867,7.450608,8.377481,9.023710,0.000000
0.019791,1.029593,1.901332,2.535335,3.829048,5.195690,5.534628,7.547676,8.354103,8.977960,0.000000
0.052116,1.011976,1.964972,2.559250,3.820820,5.174532,5.571942,7.567867,8.270333,8.967338,0.000000
