Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.060011,1.051494,2.112620,2.902204,4.250840,4.952299,5.749203,6.907181,7.922385,9.066595,0.000000
0.050748,1.027820,1.995166,3.008775,3.983720,4.981888,6.119504,6.956032,8.007170,9.008226,0.000000
0.117594,1.047483,2.097187,2.941457,4.079064,4.950027,5.984561,6.987801,7.995423,8.994132,0.000000
0.047974,1.015700,2.054556,2.966359,4.025316,4.997410,5.955808,6.978859,8.065647,8.959266,0.000000
0.072568,1.023078,2.154523,2.831687,4.012857,5.043615,5.968119,6.987014,8.077763,9.004551,0.000000
0.068290,0.980296,2.145522,2.832531,3.996156,5.076601,5.918090,7.073852,8.050992,9.008855,0.000000
0.085237,0.994371,2.130673,2.780294,4.050392,5.052318,5.924105,7.072596,7.960746,9.056341,0.000000
0.136117,1.014353,2.060296,2.758073,4.030296,5.093294,5.951427,7.009987,7.926374,8.995958,0.000000
0.148664,1.019144,2.057914,2.735547,4.104703,5.097169,5.879825,6.992536,7.922127,8.960183,0.000000
0.130377,1.024484,2.017756,2.711508,4.140814,5.048633,5.885893,6.975877,7.916491,8.919646,0.000000
0.083526,0.961874,1.992493,2.658438,4.151333,5.006233,5.859464,6.937108,7.925576,8.896380,0.000000
0.122321,0.944074,1.989876,2.630308,4.174390,5.024148,5.834867,6.909684,8.006638,8.930341,0.000000
0.152059,0.922791,1.963401,2.645909,4.227058,5.041091,5.776276,6.922126,7.929324,8.900581,0.000000
0.100391,0.947458,1.909994,2.629205,4.247949,5.050574,5.824958,6.887057,7.843400,8.838807,0.000000
0.126318,0.871180,1.840905,2.589568,4.230351,5.052949,5.808730,6.911496,7.800982,8.837776,0.000000
0.099329,0.822827,1.871910,2.564864,4.172767,4.992489,5.742150,6.945301,7.805607,8.869052,0.000000
0.154188,0.850473,1.834697,2.621651,4.098669,5.051665,5.682382,6.955927,7.805572,8.910371,0.000000
0.192628,0.863075,1.839346,2.615890,4.056522,5.027440,5.669962,6.933848,7.837250,8.954704,0.000000
0.185146,0.860319,1.853390,2.622997,4.092922,5.123925,5.691321,6.931782,7.867328,8.938990,0.000000
0.152738,0.857606,1.788465,2.608235,4.112779,5.174037,5.743939,6.917702,7.885065,8.949879,0.000000
0.077983,0.844940,1.744454,2.639377,4.089001,5.176368,5.761049,6.883896,7.855932,8.964828,0.000000
0.161347,0.851414,1.769918,2.627812,4.040878,5.220605,5.825561,6.867601,7.812534,9.017718,0.000000
0.148458,0.857709,1.833941,2.593851,3.991154,5.189545,5.834469,6.870352,7.818479,9.042193,0.000000
0.147414,0.816828,1.830418,2.537759,4.007907,5.171565,5.816298,6.867585,7.864557,9.008208,0.000000
0.100138,0.897837,1.813408,2.489327,3.993449,5.146874,5.803544,6.815096,7.905137,8.973095,0.000000
0.176590,0.898986,1.847169,2.494570,4.003399,5.091853,5.769815,6.782828,7.952071,8.976234,0.000000
0.211127,0.890963,1.842188,2.400496,4.042975,5.067270,5.770225,6.770328,7.921483,8.978082,0.000000
0.230210,0.908504,1.895244,2.416043,4.069366,5.033138,5.789755,6.778492,7.881994,9.018764,0.000000
0.219012,0.922352,1.931536,2.410658,4.086240,5.049140,5.838537,6.779751,7.873891,9.070731,0.000000
0.150593,0.896706,1.908926,2.356399,4.128508,5.011665,5.846311,6.843892,7.903806,9.078173,0.000000
0.189076,0.848859,1.937242,2.343615,4.175616,5.001737,5.796215,6.883080,7.911335,9.092340,1.000000
0.223267,0.854924,1.872680,2.385133,4.321131,5.001161,5.840289,6.928378,7.868571,9.068988,1.000000
0.189627,0.867476,1.854540,2.386212,4.560113,5.049617,5.862553,6.933289,7.840527,9.002189,1.000000
0.152088,0.905762,1.861029,2.368127,4.901183,4.991780,5.834478,6.854720,7.844152,8.941426,1.000000
0.149210,1.000401,1.794621,2.429286,5.220421,4.961889,5.754111,6.898776,7.805706,8.926741,1.000000
