Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.456957,0.865393,1.773334,3.198113,3.723230,5.074080,6.410879,7.231797,8.251864,8.892403,0.000000
0.104016,1.047198,2.078214,2.951582,4.044642,5.028660,5.985388,6.994131,7.977191,9.050809,0.000000
-0.023034,0.981967,1.997196,2.989785,3.899427,5.128571,6.106728,7.048132,8.104364,9.023358,0.000000
0.063773,1.084037,2.061576,2.951096,3.951345,5.086773,6.090480,7.004283,8.034199,9.027538,0.000000
-0.020116,1.094609,2.028358,3.070056,3.848848,5.142176,6.184872,7.037527,8.136861,9.040058,0.000000
-0.009340,1.043899,2.054412,3.069730,3.854972,5.175035,6.160526,7.016591,8.074307,9.005456,0.000000
-0.057631,0.973813,2.000630,3.100789,3.895545,5.211826,6.198970,7.014082,8.079958,9.036035,0.000000
-0.107854,0.956303,1.982823,3.099464,3.891553,5.206181,6.178732,7.031155,8.070686,9.068465,0.000000
-0.167418,0.919943,1.933520,3.134390,3.849229,5.153930,6.154534,6.980165,8.034310,9.084805,0.000000
-0.137790,0.873572,1.988068,3.117802,3.836126,5.221082,6.166751,6.974556,8.032593,9.111542,0.000000
-0.169045,0.813878,2.019448,3.132614,3.888152,5.285377,6.109225,7.014380,8.027326,9.101445,0.000000
-0.164438,0.853916,2.099004,3.047627,3.905049,5.257066,6.017367,7.014530,8.056077,9.143796,0.000000
-0.210548,0.847460,2.092061,3.094631,3.865580,5.256558,6.034524,7.029693,8.153954,9.054825,0.000000
-0.234031,0.850444,2.157750,3.134540,3.890268,5.254982,5.983655,7.102005,8.149849,9.025889,0.000000
-0.272486,0.812238,2.118317,3.122196,3.909954,5.224410,5.985374,7.108861,8.164403,9.072596,0.000000
-0.322831,0.773431,2.124863,3.158652,4.017534,5.236486,6.005751,7.077395,8.169423,9.084057,0.000000
-0.336004,0.712679,2.136528,3.123200,4.029120,5.165968,6.041555,7.116890,8.130811,9.114872,0.000000
-0.326891,0.720519,2.131925,3.067349,3.999349,5.144849,6.067727,7.122330,8.153376,9.024550,0.000000
-0.344720,0.754902,2.094549,3.011558,4.005003,5.157363,6.119926,7.084703,8.107430,8.980294,0.000000
