Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.055722,0.800287,2.164216,2.857620,4.161750,5.170216,5.732246,7.013858,7.866674,9.292042,0.000000
0.048002,1.083386,2.041928,3.080927,3.961778,4.976583,6.031761,7.029851,7.998476,8.939671,0.000000
0.050679,1.029226,2.072546,3.118132,4.028069,5.052940,5.974624,7.047083,7.939882,9.068995,0.000000
0.043112,1.064733,2.067734,3.144019,4.062745,4.998616,5.941235,7.063404,7.911249,9.000994,0.000000
0.083597,1.021190,2.121797,3.160214,4.063939,5.035389,5.847484,7.028308,7.859069,9.082848,0.000000
0.071957,1.069938,2.153422,3.150864,4.113398,5.093344,5.837737,7.038950,7.890359,9.076895,0.000000
0.005083,1.002062,2.156430,3.125664,4.151313,5.116694,5.754498,7.035529,7.900157,9.085248,0.000000
-0.008774,0.961387,2.133206,3.140139,4.099115,5.127671,5.719845,6.992870,7.898816,9.098044,0.000000
0.030613,0.903999,2.101236,3.168403,4.095330,5.157487,5.716282,6.973668,7.923400,9.136241,0.000000
0.065612,0.865588,2.136723,3.229640,4.110100,5.188336,5.733063,7.023086,7.910052,9.170995,0.000000
0.060210,0.825503,2.163907,3.266322,4.153655,5.203600,5.696783,7.041677,7.858234,9.154870,0.000000
0.113018,0.838951,2.213710,3.283153,4.198350,5.176066,5.786364,7.071730,7.839855,9.126791,0.000000
0.130777,0.834124,2.239620,3.260125,4.187971,5.179726,5.790301,7.064017,7.843575,9.158722,0.000000
0.120396,0.792940,2.194618,3.273365,4.098183,5.246450,5.819324,7.003818,7.883570,9.152527,0.000000
0.061484,0.778729,2.210046,3.213488,4.092528,5.275665,5.801916,6.970026,7.835232,9.106635,0.000000
0.052293,0.796439,2.205712,3.204437,4.135571,5.270176,5.839405,6.972859,7.813993,9.094907,0.000000
-0.036349,0.813590,2.130314,3.210913,4.122119,5.262942,5.856993,7.074258,7.868293,9.072422,0.000000
-0.051751,0.779163,2.121083,3.271361,4.076163,5.307624,5.840275,7.112143,7.884454,9.088394,0.000000
-0.080626,0.801115,2.073285,3.262970,4.089156,5.284777,5.761312,7.075291,7.877328,9.125239,0.000000
-0.019572,0.763722,2.044771,3.256609,4.174537,5.222910,5.800196,7.013057,7.852687,9.133912,0.000000
0.031432,0.748275,2.104474,3.258613,4.177951,5.269570,5.812983,6.928834,7.830926,9.183740,0.000000
0.048306,0.726773,2.128501,3.234655,4.196165,5.308118,5.823239,6.871062,7.861923,9.185826,0.000000
0.074954,0.743740,2.075360,3.289504,4.190773,5.330944,5.848016,6.817028,7.802463,9.120991,0.000000
