Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.137150,1.098533,1.742831,2.694333,3.690982,5.079857,5.480460,7.302541,7.824760,9.265097,0.000000
0.047338,1.034864,2.057388,3.056242,4.022273,5.023621,6.130382,6.983049,8.059048,8.963770,0.000000
-0.082832,1.053281,2.059456,2.918866,3.920422,4.982276,5.954551,7.107906,8.096781,9.116626,0.000000
-0.100751,1.008105,2.090196,3.057763,3.987220,4.982464,6.098581,7.080812,8.117553,9.095344,0.000000
-0.124001,0.994294,2.031044,3.021167,3.995203,5.060967,6.012808,7.075305,8.047096,9.138202,0.000000
-0.069153,0.919622,2.035146,3.089890,4.025329,5.070990,6.075664,7.071902,8.063253,9.142308,0.000000
-0.047642,0.924667,1.982694,3.035433,3.963501,5.044776,6.001960,7.094108,8.002971,9.204508,0.000000
-0.022837,0.886268,2.056432,3.072237,4.032817,5.095811,6.070237,7.084209,8.009076,9.249053,0.000000
-0.007974,0.851173,2.026916,3.044501,4.038950,5.100533,6.041798,7.089528,8.018737,9.356638,0.000000
0.020501,0.837796,2.059682,3.031090,4.021617,5.120007,6.069869,7.053701,8.025500,9.311668,0.000000
0.008980,0.873087,1.997417,3.011681,3.981042,5.175286,6.061502,7.102980,8.064717,9.331031,0.000000
-0.017098,0.888916,1.958318,3.000813,4.030960,5.128673,6.074913,7.117949,8.132456,9.337242,0.000000
-0.020872,0.858122,1.985814,2.989800,4.007574,5.174158,5.969989,7.087255,8.089934,9.347527,0.000000
0.024731,0.851104,1.963050,3.044766,3.980023,5.215099,5.859141,7.109295,8.070640,9.302925,0.000000
0.018977,0.784590,1.894930,3.111323,3.998461,5.300898,5.803688,7.154759,8.029007,9.270064,0.000000
0.027673,0.753357,1.908279,3.104835,3.981330,5.348047,5.833517,7.090037,8.048052,9.260124,0.000000
0.073090,0.832988,1.906149,3.032899,4.076828,5.345114,5.819821,6.959798,8.002304,9.312185,0.000000
0.069272,0.866952,1.920818,3.044306,4.142583,5.264180,5.818708,6.900216,8.018678,9.359786,0.000000
0.058043,0.885971,1.936259,3.060500,4.180981,5.211372,5.789308,6.877523,7.988454,9.490855,0.000000
0.042501,0.942226,2.024077,3.071850,4.185584,5.201113,5.866983,6.889187,7.947018,9.450592,0.000000
0.078191,1.016093,2.069551,3.017962,4.194510,5.144689,5.820933,6.860646,7.982650,9.467927,0.000000
0.099421,1.054526,2.095909,3.066170,4.156194,5.175918,5.820327,6.810308,8.029653,9.449955,0.000000
0.089386,1.057188,2.076840,3.086426,4.175818,5.183592,5.784291,6.769184,8.011670,9.442310,0.000000
0.060518,1.105460,2.100777,3.107426,4.211772,5.191539,5.766876,6.783033,8.025384,9.375259,0.000000
0.022337,1.137440,2.148820,3.051213,4.184208,5.126972,5.711012,6.785002,7.964735,9.369806,0.000000
-0.003414,1.061855,2.135239,3.047908,4.186467,5.092745,5.709583,6.812131,7.943563,9.364837,0.000000
0.018455,1.024043,2.133124,3.108312,4.150721,5.137250,5.701504,6.818969,7.922852,9.417215,0.000000
0.023671,1.042698,2.158682,3.089259,4.091151,5.201251,5.690242,6.821756,7.914692,9.429943,0.000000
0.009610,1.041322,2.141943,3.090893,4.024450,5.243104,5.661438,6.857281,7.908579,9.410201,0.000000
0.018307,0.977077,2.139055,3.059864,4.017669,5.265806,5.635497,6.842534,7.899915,9.432295,0.000000
-0.023199,0.992501,2.128883,3.061466,4.004807,5.233333,5.563286,6.859141,7.875220,9.447549,0.000000
-0.052028,1.073799,2.070754,3.109459,4.025380,5.253465,5.515905,6.889280,7.810221,9.488249,0.000000
0.001153,1.121199,2.071538,3.116422,4.058832,5.235592,5.463168,6.929031,7.732163,9.546063,0.000000
0.045284,1.165959,2.072692,3.143511,4.075483,5.226132,5.394644,6.892307,7.759379,9.561353,0.000000
0.122625,1.133995,2.072210,3.226096,4.043771,5.245878,5.380781,6.904497,7.845065,9.499552,0.000000
0.146436,1.090023,2.094897,3.247803,4.002286,5.178452,5.340508,6.976619,7.947777,9.518332,0.000000
0.138952,1.077119,2.101842,3.260716,3.994785,5.182778,5.280363,7.018629,7.871887,9.548370,0.000000
0.138684,1.028385,2.077353,3.193577,4.016862,5.153620,5.288106,7.087949,7.805367,9.526878,0.000000
0.106928,1.066752,2.045207,3.175302,3.976043,5.131317,5.333369,7.127235,7.776743,9.520028,0.000000
0.057228,1.079154,2.115705,3.121269,3.941114,5.149999,5.392302,7.121972,7.764073,9.445372,0.000000
0.055109,1.104165,2.137220,3.079226,3.845846,5.102832,5.354759,7.083945,7.807505,9.434723,0.000000
0.039899,1.103515,2.137052,3.051025,3.771590,5.085842,5.377345,7.066054,7.785352,9.482528,0.000000
0.042652,1.140274,2.154884,3.013472,3.757272,5.099415,5.434003,7.069959,7.791485,9.482973,0.000000
0.096235,1.109546,2.180640,3.009192,3.746695,5.098910,5.455551,7.078384,7.790747,9.452266,0.000000
0.122382,1.077771,2.173127,2.943023,3.773685,5.060354,5.400633,7.051050,7.789586,9.499831,0.000000
0.060010,1.072705,2.238665,2.903150,3.814086,5.040358,5.410645,7.079119,7.732563,9.538467,0.000000
0.052786,1.129596,2.229439,2.852064,3.800487,5.000442,5.426052,7.147285,7.704390,9.528582,0.000000
0.093026,1.087518,2.220611,2.843770,3.822938,4.974122,5.411696,7.160890,7.696232,9.475887,0.000000
0.117510,1.089433,2.237787,2.836421,3.830761,5.023298,5.434518,7.180909,7.660859,9.488931,0.000000
0.106258,1.083398,2.212315,2.830904,3.842778,5.013937,5.425652,7.211779,7.691598,9.566709,0.000000
0.113898,1.077884,2.164481,2.793806,3.900035,5.094523,5.387782,7.171030,7.675414,9.596147,0.000000
0.116630,1.104802,2.138971,2.798008,3.847023,5.110137,5.374799,7.111508,7.645838,9.613782,0.000000
0.164178,1.168892,2.151287,2.839101,3.815802,5.102562,5.389809,7.130746,7.675557,9.629396,0.000000
0.124177,1.130721,2.176510,2.789581,3.809423,5.131491,5.436815,7.152283,7.666153,9.596048,0.000000
0.076390,1.168080,2.124730,2.777572,3.817561,5.135718,5.469113,7.073335,7.707406,9.594323,0.000000
0.080506,1.162264,2.089896,2.773987,3.787400,5.213141,5.486990,7.002180,7.733729,9.611349,0.000000
0.081274,1.119948,2.065220,2.774232,3.723726,5.203746,5.516864,6.970054,7.722122,9.599224,0.000000
0.064068,1.126659,2.023606,2.845807,3.715989,5.194405,5.502493,6.916300,7.670929,9.650664,0.000000
0.035025,1.108795,1.990061,2.775860,3.776468,5.169628,5.490661,6.942609,7.680846,9.622369,0.000000
-0.003695,1.078669,1.974393,2.779575,3.762392,5.154528,5.430009,6.984608,7.645436,9.599520,0.000000
-0.053283,1.047730,1.972454,2.761628,3.738816,5.145714,5.351487,7.030072,7.651381,9.607301,0.000000
-0.069049,1.026158,1.965811,2.772236,3.703212,5.160764,5.369752,6.993771,7.734848,9.610830,0.000000
-0.043637,1.023386,1.938738,2.757879,3.664567,5.160820,5.305051,7.003254,7.733160,9.651912,0.000000
-0.018239,0.962019,1.925739,2.729688,3.669291,5.144151,5.298838,7.006864,7.739610,9.622638,0.000000
0.001273,0.920503,1.920266,2.690467,3.708209,5.081128,5.353398,7.039183,7.716469,9.566208,0.000000
0.039712,0.915848,1.928209,2.649401,3.699159,5.082327,5.355622,7.107237,7.732957,9.537459,1.000000
0.093817,0.982341,1.896847,2.598208,3.756954,5.099385,5.299177,7.110231,7.722915,9.486466,1.000000
0.115000,1.016566,1.929338,2.563398,3.975809,5.109376,5.280962,7.170599,7.648661,9.468955,1.000000
0.134268,1.041275,1.949935,2.522327,4.302308,5.168079,5.280760,7.142964,7.689374,9.439039,1.000000
0.204533,0.982061,1.947518,2.506359,4.541377,5.220229,5.274849,7.170753,7.670333,9.495431,1.000000
0.235600,0.959465,1.954381,2.559868,4.585511,5.221851,5.252486,7.195573,7.614965,9.511436,1.000000
0.212659,0.965982,1.971557,2.507784,4.395705,5.192367,5.208429,7.240886,7.644718,9.511378,1.000000
0.238961,0.969829,1.920390,2.522278,4.134984,5.203174,5.234256,7.233097,7.693409,9.513350,1.000000
0.261236,0.985706,1.928911,2.537090,3.869842,5.216416,5.180425,7.308831,7.659720,9.550560,1.000000
0.228187,0.957686,1.937913,2.508205,3.710377,5.251149,5.168659,7.326412,7.624507,9.514595,1.000000
0.175897,0.988863,1.883800,2.445848,3.700706,5.289850,5.109456,7.360303,7.603309,9.500332,0.000000
0.120272,0.986427,1.871828,2.403359,3.748607,5.307719,5.115867,7.376274,7.550277,9.488459,0.000000
0.089128,1.006006,1.824246,2.392587,3.757143,5.320271,5.104031,7.436615,7.493935,9.485851,0.000000
0.028297,1.083633,1.822854,2.358229,3.738478,5.341671,5.143146,7.472587,7.469003,9.434233,0.000000
0.053227,1.065595,1.828962,2.369447,3.727846,5.298699,5.116600,7.439681,7.464435,9.438369,0.000000
0.070423,1.062317,1.864205,2.428518,3.717665,5.326025,5.078538,7.384758,7.437398,9.460909,0.000000
0.064929,1.040655,1.830608,2.465174,3.692420,5.300754,5.078190,7.338528,7.501553,9.511350,0.000000
0.041315,1.055218,1.828157,2.517213,3.748882,5.265517,5.111869,7.345962,7.626472,9.471979,0.000000
0.067890,1.081082,1.766828,2.491780,3.703113,5.218564,5.105266,7.401939,7.634049,9.524281,0.000000
0.056717,1.065543,1.740298,2.516139,3.757577,5.234507,5.103124,7.392063,7.655379,9.519730,0.000000
0.047630,1.044976,1.777738,2.568741,3.771138,5.237470,5.123826,7.400618,7.586764,9.590831,0.000000
0.024387,1.055919,1.761454,2.540545,3.755810,5.288889,5.150568,7.398740,7.574169,9.592465,0.000000
0.008465,1.051863,1.727610,2.459341,3.778905,5.286897,5.184392,7.387782,7.596636,9.545927,0.000000
-0.036745,1.053522,1.674049,2.438128,3.798344,5.236232,5.117771,7.392874,7.544813,9.563804,0.000000
-0.104215,1.064497,1.677106,2.422084,3.749088,5.193625,5.085824,7.445335,7.509975,9.577289,0.000000
-0.100542,1.079503,1.704106,2.392713,3.732587,5.236067,5.119001,7.482307,7.547728,9.519611,0.000000
-0.141796,1.082806,1.679866,2.353484,3.665597,5.206058,4.990448,7.493393,7.498943,9.568744,0.000000
-0.184311,1.054121,1.670697,2.383953,3.645564,5.199051,5.006903,7.486270,7.522579,9.546136,0.000000
-0.246170,1.049240,1.604169,2.422142,3.643311,5.193162,4.985872,7.524213,7.521482,9.583617,0.000000
-0.181576,1.006247,1.707433,2.468740,3.596427,5.196991,4.947108,7.541288,7.610797,9.577990,0.000000
-0.208950,1.004809,1.664186,2.483387,3.459835,5.157318,4.859465,7.603565,7.643998,9.586006,0.000000
-0.206228,1.059209,1.609679,2.434954,3.438610,5.091470,4.912136,7.550810,7.615303,9.588195,0.000000
-0.181700,1.125827,1.482535,2.355263,3.347197,5.070165,4.856290,7.598106,7.613252,9.605868,0.000000
-0.186056,1.136883,1.491427,2.342155,3.345993,5.078268,4.916367,7.574503,7.641037,9.580818,0.000000
-0.280686,1.194242,1.411611,2.222448,3.292966,5.104636,4.704511,7.741043,7.591157,9.666164,0.000000
