Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.016309,1.025919,1.892442,2.658184,3.925964,4.943156,5.753081,6.877586,8.164263,9.159632,0.000000
-0.034524,0.993750,2.047574,3.030844,4.016378,4.943910,6.016815,7.089018,7.909877,8.999124,0.000000
-0.081489,1.007867,2.029632,2.916359,3.983789,4.975096,5.960410,7.094176,7.942503,9.066022,0.000000
0.008281,1.020269,2.015262,2.909735,3.961323,5.000595,5.973505,7.135257,7.945475,9.088384,0.000000
-0.008234,1.039044,1.990044,2.797364,3.951515,5.023144,5.907671,7.144895,7.950094,9.134059,0.000000
-0.048004,0.979752,2.013334,2.836535,3.986284,5.064527,5.903239,7.152518,7.937455,9.095538,0.000000
-0.046491,0.932156,2.000137,2.801234,4.018199,5.067018,5.868219,7.157365,7.994133,9.100080,0.000000
-0.023311,0.940888,2.094865,2.847497,4.034754,5.059287,5.849197,7.144192,7.945834,9.081444,0.000000
-0.119611,0.952997,2.141578,2.788150,4.051032,5.101464,5.823746,7.147058,7.913871,9.124770,0.000000
-0.177282,0.965056,2.137328,2.821814,4.101759,5.097959,5.830876,7.118545,7.894442,9.117796,0.000000
-0.216816,0.961716,2.202065,2.860526,4.117852,5.172230,5.764118,7.078456,7.910550,9.074471,0.000000
-0.132101,0.926824,2.201915,2.858410,4.154505,5.195688,5.690295,7.097705,7.913159,9.046364,0.000000
-0.031323,0.959229,2.240930,2.814601,4.239573,5.195761,5.683425,7.108827,7.997814,9.054600,0.000000
-0.009146,0.904438,2.273099,2.852887,4.183522,5.238397,5.696674,7.100372,7.921092,9.048659,0.000000
0.020737,0.896033,2.209167,2.799504,4.152621,5.261589,5.690802,7.116215,7.988456,9.025979,0.000000
-0.026730,0.934319,2.153938,2.762546,4.149261,5.244133,5.689684,7.134489,7.993673,9.043925,0.000000
-0.005857,0.920992,2.166484,2.730616,4.135759,5.240897,5.699564,7.140995,8.037159,9.001962,0.000000
0.008098,0.907221,2.126545,2.659214,4.162037,5.236624,5.728432,7.180076,8.051163,8.978077,0.000000
0.008857,0.960514,2.163945,2.611376,4.170540,5.189070,5.686080,7.228496,8.071694,8.940039,0.000000
0.011553,0.986055,2.256168,2.649537,4.122720,5.104970,5.691723,7.244137,8.109441,8.928972,0.000000
0.017912,0.978318,2.271464,2.599267,4.141136,5.096748,5.696139,7.261868,8.134747,8.889699,0.000000
0.030790,0.961392,2.279694,2.538643,4.190818,5.125615,5.722109,7.256123,8.099844,8.849536,0.000000
0.047022,1.003456,2.234932,2.523419,4.205079,5.111063,5.735746,7.292557,8.122727,8.826950,0.000000
0.004875,1.061934,2.198301,2.543145,4.198987,5.112784,5.674776,7.322281,8.121037,8.781611,0.000000
0.039549,1.123208,2.229491,2.496302,4.231929,5.149413,5.630488,7.382024,8.074485,8.799156,0.000000
0.001448,1.158352,2.338482,2.521356,4.210257,5.103865,5.535024,7.406225,8.004354,8.789061,0.000000
