Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.055455,0.897554,1.741344,2.855329,4.086071,4.876072,6.158673,7.116953,8.181344,8.989581,0.000000
0.018747,0.971345,1.998951,3.070519,3.962234,4.959320,5.963132,6.967708,7.935272,9.046985,0.000000
-0.036381,0.922242,1.897448,3.073920,4.044618,4.928345,5.987997,6.997838,7.974851,9.084330,0.000000
0.018475,0.954851,1.947588,3.119000,3.999530,4.956589,5.945602,7.000163,7.961725,9.083509,0.000000
0.045216,0.925350,1.887527,3.104475,3.978831,4.988132,5.926319,7.018166,8.034499,9.047286,0.000000
0.079868,0.950377,1.919327,3.170242,3.904652,5.035447,5.848873,7.032940,8.033056,9.070993,0.000000
0.053021,0.982744,1.973106,3.158073,3.946975,4.992212,5.784134,7.117895,7.999741,8.986854,0.000000
0.134370,0.996483,2.016589,3.166016,3.937415,4.966623,5.815903,7.120978,7.995596,8.898049,0.000000
0.123458,0.869258,2.058906,3.080924,3.929315,4.895889,5.800399,7.124682,8.021900,8.905381,0.000000
0.173832,0.770407,2.095348,3.102975,3.912838,4.844559,5.828734,7.154234,7.981895,8.999962,0.000000
0.179252,0.735069,2.071407,3.123326,3.893322,4.832454,5.850130,7.165168,7.968524,9.007114,0.000000
0.180861,0.696621,2.025749,3.087171,3.849062,4.791695,5.805589,7.130392,7.994716,9.009281,0.000000
0.137344,0.684535,2.042508,3.098862,3.821027,4.812090,5.865199,7.153859,8.070765,9.042366,0.000000
0.103336,0.610177,2.022666,3.106723,3.782566,4.809491,5.929628,7.117922,8.096938,8.988454,0.000000
0.027891,0.581859,2.000380,3.038337,3.710370,4.742627,5.869995,7.104734,8.089549,8.966835,0.000000
-0.002387,0.539288,2.063947,3.063332,3.737083,4.724862,5.911172,7.085018,8.151233,8.998508,0.000000
-0.038207,0.514460,2.114135,3.075730,3.752268,4.727848,5.931519,7.054255,8.115026,9.088687,0.000000
-0.025570,0.479687,2.070806,3.094347,3.750186,4.787633,5.935047,7.058364,8.059744,9.079552,0.000000
-0.098829,0.470693,2.074451,3.122597,3.767420,4.825472,6.003726,7.050305,8.035022,9.124240,0.000000
-0.146067,0.458279,2.097960,3.040069,3.760478,4.864203,6.055038,7.057577,8.051034,9.131908,0.000000
-0.160559,0.484022,2.070298,3.006949,3.762411,4.833735,6.012425,7.127851,8.068321,9.175877,0.000000
-0.127431,0.449344,2.045934,3.002232,3.732309,4.787811,6.022771,7.150604,8.043098,9.164520,0.000000
-0.039483,0.471852,2.002196,3.029521,3.774317,4.785721,6.047901,7.165921,8.054419,9.150644,0.000000
-0.005793,0.466122,1.967766,2.980489,3.853206,4.822323,6.007157,7.154158,8.069532,9.109390,0.000000
