Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.333828,0.918963,2.155723,3.139949,4.214915,4.751811,6.095108,6.905183,7.996566,8.644352,0.000000
0.005358,1.004240,2.006481,2.930144,4.003068,5.034007,5.976579,6.976865,7.957532,9.058845,0.000000
0.137107,1.029657,2.057863,2.957945,4.147024,4.970419,5.998752,6.973453,7.947050,8.997654,0.000000
0.032133,0.977257,1.946621,2.958174,4.144625,5.044194,6.007487,6.950692,7.935094,9.141702,0.000000
0.093393,0.922774,2.029510,2.935414,4.121089,4.963898,6.020602,6.868492,7.901004,9.118388,0.000000
0.032354,0.901014,2.039931,2.829759,4.065289,4.956270,6.051663,6.756656,7.878176,9.165673,0.000000
0.111923,0.829607,2.079732,2.817940,4.145439,4.892472,6.128511,6.674642,7.898216,9.126171,0.000000
0.121239,0.862009,2.028630,2.780867,4.182859,4.869102,6.098668,6.607242,7.930274,9.128592,0.000000
0.100945,0.825967,2.024362,2.787940,4.227978,4.879566,6.031193,6.557683,7.960363,9.096098,0.000000
0.050627,0.837072,2.067131,2.773528,4.155607,4.895380,6.024585,6.582550,7.908784,9.111744,0.000000
0.144426,0.832118,2.114277,2.808652,4.146299,4.831290,6.038679,6.560072,7.877959,9.128105,0.000000
0.136809,0.839689,2.095243,2.809516,4.164555,4.785992,6.064765,6.574888,7.894529,9.157802,0.000000
0.184819,0.763497,2.061487,2.806299,4.228302,4.790153,6.105456,6.574804,7.904883,9.102984,0.000000
0.164153,0.664214,2.035529,2.845637,4.223594,4.840127,6.137530,6.565638,7.886258,9.061449,0.000000
0.164014,0.635850,1.999694,2.855554,4.263217,4.811795,6.184830,6.606009,7.869544,9.005932,0.000000
0.101840,0.626121,2.013496,2.768622,4.296359,4.872183,6.229009,6.582169,7.865093,8.967132,0.000000
0.119303,0.667579,2.066312,2.693886,4.322322,4.941610,6.250684,6.518030,7.867983,8.921152,0.000000
0.120978,0.716373,2.003985,2.732638,4.314853,4.926897,6.255358,6.503175,7.941929,8.918906,0.000000
0.150036,0.681773,2.045329,2.765071,4.316670,4.921916,6.248711,6.483280,8.013891,8.852437,0.000000
0.170462,0.728588,2.016536,2.801396,4.319867,4.939854,6.251165,6.501802,8.052111,8.894498,0.000000
0.176727,0.729813,2.073270,2.739226,4.302493,4.986245,6.213142,6.548249,8.063266,8.914621,0.000000
0.187946,0.605282,2.068280,2.716622,4.291985,4.915859,6.190126,6.585642,8.049125,8.872513,0.000000
0.181047,0.542887,2.134599,2.762795,4.304610,4.849113,6.260456,6.599914,8.080684,8.811854,0.000000
0.173263,0.520867,2.117971,2.819425,4.286244,4.819691,6.323984,6.619818,8.043274,8.775874,0.000000
0.215958,0.448025,2.137883,2.807134,4.235579,4.783952,6.335123,6.661099,8.065330,8.789067,0.000000
0.209022,0.424211,2.151789,2.807614,4.246524,4.783489,6.345246,6.680293,8.053448,8.797228,0.000000
0.189258,0.395546,2.209525,2.779364,4.232529,4.789944,6.340244,6.671379,8.053868,8.807640,0.000000
0.217328,0.425284,2.240179,2.789545,4.269433,4.808819,6.282644,6.704055,8.066399,8.792776,0.000000
0.239333,0.530875,2.187631,2.793134,4.285344,4.872780,6.224735,6.677812,8.078823,8.771889,0.000000
0.269710,0.582565,2.195007,2.763151,4.227255,4.892526,6.263086,6.622179,8.124393,8.759410,0.000000
0.260820,0.546078,2.179694,2.745219,4.287530,4.889079,6.339321,6.567860,8.148648,8.729028,0.000000
0.291065,0.554287,2.151544,2.718065,4.337772,4.819438,6.358666,6.571211,8.130059,8.673252,0.000000
0.301411,0.590349,2.138037,2.631420,4.354182,4.793392,6.303772,6.589323,8.157892,8.676321,0.000000
0.291431,0.557989,2.160872,2.677651,4.289306,4.835048,6.273410,6.583601,8.147494,8.664766,0.000000
0.321489,0.584512,2.213779,2.685276,4.305451,4.792303,6.276993,6.571109,8.176356,8.659599,0.000000
0.323564,0.625108,2.280867,2.706445,4.316794,4.835630,6.256574,6.559168,8.202968,8.752622,0.000000
0.376289,0.593091,2.313116,2.716171,4.381074,4.807737,6.259829,6.534251,8.267318,8.864956,0.000000
0.396676,0.558736,2.330048,2.690943,4.444430,4.836507,6.265280,6.485155,8.255393,8.879890,0.000000
0.445023,0.482245,2.377944,2.683027,4.389702,4.769005,6.278869,6.461786,8.203955,8.845589,0.000000
0.434502,0.464914,2.354872,2.678823,4.386970,4.765018,6.235718,6.429041,8.154754,8.847829,0.000000
0.446711,0.498023,2.360024,2.667826,4.403688,4.741552,6.234465,6.399460,8.104682,8.826182,0.000000
