Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.117577,1.021812,1.734913,2.787276,4.002620,4.743502,5.682554,7.179110,8.205233,8.517255,0.000000
0.116864,1.074292,2.067263,3.063699,3.993968,5.054527,6.064199,7.025688,7.906298,9.032656,0.000000
0.091806,1.070403,2.012052,3.055227,3.978002,4.956304,5.919365,7.156876,7.943659,8.897399,0.000000
0.066932,1.135672,2.035368,3.125848,4.044132,4.965023,5.979216,7.092983,7.936597,8.977915,0.000000
0.013414,1.102801,1.972789,3.157028,4.067313,4.891295,5.876121,7.152026,7.998131,8.872269,0.000000
0.083735,1.076204,2.008762,3.145388,4.129386,4.909681,5.874609,7.085989,7.939972,8.900910,0.000000
0.041984,1.106748,1.968202,3.150775,4.113163,4.937185,5.817617,7.098444,7.948793,8.893209,0.000000
0.017858,1.093320,1.978792,3.188040,4.015492,4.985371,5.834115,7.118419,7.994079,8.930637,0.000000
-0.039039,1.086133,1.952916,3.246035,3.977178,4.943917,5.808156,7.094440,8.080777,8.824435,0.000000
0.073352,1.053202,1.970758,3.276184,3.973753,4.918952,5.767035,7.080312,8.003282,8.878233,0.000000
0.142530,1.036469,1.914554,3.274258,4.012023,4.888816,5.780201,7.083927,7.974257,8.912673,0.000000
0.201932,1.056419,1.898997,3.284252,4.029643,5.000678,5.791722,7.149560,7.976699,8.934221,0.000000
0.181406,1.057081,1.867976,3.273876,4.051237,5.014532,5.751071,7.158062,7.909761,8.858711,0.000000
0.143585,1.028222,1.878729,3.350336,4.069678,4.970380,5.726918,7.218055,7.881306,8.834313,0.000000
0.058699,0.974238,1.898769,3.389487,4.099761,4.946154,5.684798,7.260315,7.928668,8.817510,0.000000
0.053134,1.065211,1.903468,3.429114,4.124797,4.964181,5.749860,7.290247,7.903618,8.833863,0.000000
0.015925,1.125950,1.890608,3.316777,4.181679,4.955962,5.744539,7.281757,7.961976,8.827031,0.000000
-0.032207,1.159947,1.968015,3.249228,4.092558,4.936881,5.799548,7.207021,7.970824,8.850165,0.000000
0.019257,1.189564,1.981878,3.247511,4.046316,4.865133,5.815845,7.225307,7.993213,8.775224,0.000000
0.056790,1.213275,2.052433,3.189422,4.061944,4.880759,5.790989,7.218344,7.989195,8.772661,0.000000
0.083430,1.209572,2.065949,3.159003,4.044292,4.920138,5.776792,7.217995,8.010534,8.811421,0.000000
0.167729,1.205091,2.044349,3.104587,4.027521,4.942002,5.762832,7.200413,7.990892,8.826810,0.000000
0.158739,1.252404,1.929411,3.167399,3.961124,5.045131,5.755211,7.232711,8.044653,8.816028,0.000000
0.152655,1.216261,1.896923,3.149145,3.954799,5.129363,5.781332,7.302611,8.091800,8.827547,0.000000
0.092664,1.208382,1.916027,3.194087,3.974989,5.099493,5.743098,7.332622,8.192801,8.832575,0.000000
0.080846,1.143564,1.946165,3.183472,3.979806,5.164024,5.712311,7.388113,8.225548,8.835847,0.000000
0.081067,1.143558,1.932397,3.223114,3.917846,5.199045,5.738322,7.388537,8.238123,8.816448,0.000000
0.086782,1.209477,1.945107,3.298994,3.954654,5.237336,5.733092,7.341163,8.258288,8.848964,0.000000
0.031752,1.233527,2.017748,3.285778,3.950724,5.266055,5.647930,7.313497,8.239619,8.843313,0.000000
0.044352,1.319102,1.981556,3.242502,3.961442,5.264544,5.669011,7.300989,8.232926,8.850062,0.000000
0.046548,1.323524,1.913682,3.254528,3.941654,5.275255,5.674714,7.332113,8.218240,8.885838,0.000000
-0.012937,1.368195,1.916080,3.262192,4.006333,5.316489,5.649704,7.338440,8.235965,8.866119,0.000000
-0.080854,1.397096,1.926693,3.237301,3.978613,5.347246,5.698607,7.313402,8.232122,8.849273,0.000000
-0.142885,1.325509,1.898980,3.161551,3.938368,5.334620,5.673855,7.295485,8.319797,8.828931,0.000000
-0.161403,1.315346,1.860860,3.154316,3.869496,5.309555,5.643817,7.311837,8.339201,8.840015,0.000000
-0.099787,1.272008,1.820503,3.199121,3.885467,5.290590,5.634068,7.262262,8.267214,8.861200,0.000000
-0.029160,1.256276,1.765490,3.192200,3.884023,5.248477,5.588458,7.268439,8.291038,8.877473,0.000000
-0.074312,1.266920,1.794497,3.202146,3.831531,5.258587,5.578681,7.306152,8.315724,8.867256,0.000000
-0.041589,1.236122,1.759222,3.183347,3.847521,5.227656,5.566109,7.329669,8.347131,8.859260,0.000000
-0.005483,1.236355,1.759280,3.139845,3.903267,5.192485,5.576237,7.401204,8.348368,8.828500,0.000000
-0.080368,1.195343,1.792931,3.108699,3.884850,5.158000,5.537600,7.402448,8.361076,8.861090,0.000000
-0.122082,1.215416,1.792174,3.143726,3.949866,5.201035,5.477886,7.459283,8.337128,8.814332,0.000000
-0.066241,1.207862,1.776048,3.164981,3.961138,5.146063,5.455172,7.467031,8.259358,8.809328,0.000000
-0.044070,1.275312,1.791990,3.179259,4.012050,5.095034,5.458420,7.460659,8.285205,8.743950,0.000000
-0.046587,1.276012,1.806996,3.144995,3.996745,5.086712,5.455181,7.401286,8.319162,8.695336,0.000000
-0.041162,1.303588,1.797988,3.163180,3.900825,5.108536,5.472199,7.374646,8.240287,8.708759,0.000000
-0.100363,1.277777,1.800140,3.172607,3.841376,5.115272,5.465728,7.381737,8.263409,8.645975,0.000000
-0.163005,1.228831,1.856496,3.164121,3.853987,5.094932,5.432137,7.347688,8.307067,8.684069,0.000000
-0.129555,1.228515,1.821551,3.166797,3.832862,5.015553,5.437956,7.406848,8.266873,8.637651,0.000000
-0.212695,1.238669,1.823128,3.092118,3.881464,4.972641,5.415401,7.409857,8.253182,8.603379,0.000000
-0.231641,1.275357,1.820920,3.128274,3.931534,4.925255,5.317010,7.437851,8.297952,8.534942,0.000000
-0.223256,1.362070,1.835490,3.180399,3.918132,4.881355,5.284605,7.389186,8.381031,8.508737,0.000000
-0.224234,1.313052,1.882366,3.210149,3.852311,4.896734,5.235005,7.353139,8.376859,8.531520,0.000000
-0.217827,1.277702,1.912761,3.168212,3.891101,4.885940,5.251665,7.412472,8.325705,8.516251,0.000000
-0.263867,1.244041,1.858224,3.169577,3.859790,4.856631,5.279924,7.426971,8.302974,8.419775,0.000000
-0.219600,1.250728,1.832639,3.214470,3.808514,4.778319,5.293552,7.487659,8.288262,8.322735,0.000000
-0.211383,1.188932,1.764856,3.194317,3.824780,4.724166,5.333532,7.471583,8.302038,8.271843,0.000000
-0.262157,1.142873,1.812512,3.203747,3.910861,4.763137,5.314705,7.503496,8.357456,8.253894,0.000000
-0.275013,1.119710,1.832788,3.191225,3.916858,4.751609,5.309215,7.509820,8.340375,8.204656,0.000000
-0.262678,1.072326,1.825351,3.159535,3.905040,4.776283,5.368200,7.532904,8.438918,8.178547,0.000000
-0.215096,1.073834,1.802872,3.154629,3.913036,4.748885,5.305092,7.495810,8.396785,8.185046,0.000000
-0.186301,1.122890,1.824699,3.033609,3.932720,4.759623,5.295499,7.490210,8.380235,8.147223,0.000000
-0.165297,1.104943,1.825496,3.054371,3.908694,4.837728,5.305790,7.593511,8.444408,8.118658,0.000000
-0.204728,1.120685,1.755711,3.085953,3.831116,4.798859,5.291340,7.686240,8.473605,8.123042,0.000000
-0.168571,1.102379,1.707738,3.103586,3.847194,4.815505,5.293968,7.695210,8.477482,8.098207,0.000000
-0.106635,1.091050,1.694335,3.086773,3.901566,4.782800,5.374633,7.669911,8.490936,8.039363,0.000000
-0.105160,1.081512,1.673407,3.099826,3.843951,4.741845,5.351242,7.672902,8.484282,7.986044,0.000000
-0.154143,1.078319,1.601650,3.033333,3.833676,4.780111,5.383615,7.712967,8.429796,8.013181,0.000000
-0.187205,1.044991,1.593183,3.014176,3.823867,4.796309,5.425736,7.764564,8.414771,8.024715,0.000000
