Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.111585,0.889818,2.072231,2.770628,3.777424,5.221070,6.084079,6.927549,8.092735,8.897527,0.000000
-0.087069,0.967123,1.990594,2.992905,4.098389,4.916582,6.012449,7.039281,8.000696,8.923354,0.000000
-0.013937,0.880613,2.011268,2.978275,4.016882,4.930792,6.039144,6.986123,8.034561,8.911413,0.000000
-0.050785,0.932081,1.978108,3.024741,4.079664,4.846537,6.031868,7.026463,8.014199,8.894768,0.000000
-0.093376,0.938439,1.974543,3.030669,3.982551,4.869927,6.096722,6.982656,8.030745,8.910319,0.000000
-0.091971,0.945895,1.913285,3.077702,4.008023,4.842099,6.104570,6.959920,7.933823,8.879682,0.000000
-0.101146,0.989875,1.894611,3.066178,4.001316,4.858049,6.127754,6.912594,7.975173,8.884968,0.000000
-0.191113,0.974607,1.883228,3.068707,4.044051,4.782380,6.109230,6.903150,7.951484,8.909097,0.000000
-0.268816,0.909854,1.922247,2.988615,3.985503,4.840949,6.134290,6.893886,7.936600,8.881464,0.000000
-0.326968,0.957769,1.973710,2.967082,4.002497,4.773459,6.161410,6.884063,8.023625,8.871149,0.000000
-0.335605,0.931990,2.060949,2.993284,3.976854,4.790357,6.175063,6.850364,8.094358,8.886525,0.000000
-0.356978,0.957196,1.990975,2.975568,4.007134,4.735969,6.142783,6.787289,8.126007,8.916107,0.000000
-0.318739,0.938291,2.028567,2.952073,4.012926,4.722509,6.147200,6.714330,8.212477,8.893899,0.000000
-0.338087,0.921208,2.012118,2.916077,3.976962,4.716925,6.152703,6.659179,8.263695,8.918970,0.000000
-0.319166,0.981569,2.056578,2.897307,3.984908,4.730415,6.186443,6.621154,8.229606,8.822283,0.000000
-0.324117,0.897679,2.020187,2.978346,4.050400,4.773455,6.211267,6.574853,8.157702,8.799247,0.000000
-0.395393,0.815692,2.098210,3.007414,4.014971,4.786743,6.199758,6.615634,8.183016,8.832171,0.000000
-0.404272,0.768813,2.071998,2.996315,3.973132,4.757051,6.150967,6.612972,8.159762,8.790772,0.000000
-0.408233,0.770525,2.042805,2.968548,3.979334,4.752817,6.157102,6.548479,8.211261,8.808173,0.000000
-0.412455,0.773539,2.048497,2.974212,4.014900,4.695981,6.089210,6.595897,8.207547,8.782224,0.000000
-0.336810,0.769334,1.998948,2.939601,4.006710,4.745531,6.103952,6.556346,8.201151,8.708401,0.000000
-0.378640,0.772723,1.954765,2.967999,3.938184,4.715244,6.049006,6.548662,8.201696,8.651613,0.000000
-0.353170,0.734488,1.961596,2.937974,3.891510,4.672136,6.047001,6.513094,8.209950,8.653077,0.000000
-0.362649,0.692599,1.973127,2.927665,3.908856,4.691336,6.078456,6.532675,8.164174,8.616674,0.000000
-0.322300,0.763481,2.081117,2.921318,3.936835,4.747305,6.030207,6.560748,8.155134,8.540206,0.000000
-0.317145,0.795007,2.070281,2.921028,3.900151,4.806349,5.986178,6.556619,8.166693,8.484059,0.000000
-0.306854,0.762970,2.124626,2.966664,3.890485,4.812142,6.015953,6.538366,8.162541,8.485097,0.000000
-0.317702,0.761374,2.122127,3.011112,3.935120,4.746755,6.013103,6.479418,8.112689,8.498113,0.000000
-0.363778,0.796814,2.137451,2.976095,3.962871,4.764897,6.054931,6.475888,8.142844,8.521826,0.000000
-0.340351,0.801157,2.096055,2.893695,3.928564,4.785066,6.074211,6.423730,8.234796,8.532900,0.000000
-0.245473,0.781392,2.122819,2.878387,3.845426,4.809174,6.052255,6.473901,8.176561,8.543834,0.000000
-0.233781,0.754214,2.100058,2.864042,3.826867,4.858927,6.055183,6.455425,8.125791,8.606498,0.000000
-0.279421,0.718539,2.121684,2.826936,3.846299,4.901983,6.014396,6.388232,8.123842,8.618515,0.000000
-0.316882,0.718805,2.070794,2.852753,3.884982,4.861079,5.940565,6.400972,8.134452,8.602862,0.000000
-0.295098,0.714311,2.071898,2.889480,3.895047,4.849524,5.956407,6.420958,8.159680,8.558181,0.000000
-0.298267,0.668115,2.092884,2.912669,3.884425,4.900201,6.038742,6.469612,8.144448,8.525305,0.000000
-0.315971,0.671081,2.078239,2.944100,3.916594,4.930791,6.028896,6.443329,8.145301,8.532835,0.000000
-0.283780,0.663675,2.014753,2.978370,3.843035,4.908559,6.080600,6.462962,8.077277,8.552553,0.000000
-0.257205,0.643865,2.006925,2.871943,3.782973,4.994203,6.059523,6.431808,8.035410,8.532490,0.000000
-0.204349,0.701023,2.009806,2.818956,3.785311,4.990928,6.028813,6.395504,7.986780,8.503048,0.000000
-0.151749,0.701334,2.050877,2.883510,3.862066,4.952475,6.105634,6.378525,7.977415,8.540166,0.000000
-0.120215,0.749652,2.055251,2.863948,3.830011,4.959359,6.196284,6.264072,7.994814,8.548534,0.000000
-0.075193,0.788109,2.083088,2.848942,3.807586,4.914057,6.267534,6.290407,7.978669,8.625458,0.000000
-0.029535,0.796832,2.078391,2.847682,3.833637,4.886387,6.261094,6.285921,7.976493,8.633493,0.000000
-0.061942,0.827542,2.021295,2.766917,3.867290,4.856472,6.245020,6.303660,7.996766,8.578784,0.000000
-0.125082,0.777510,1.914732,2.731420,3.955444,4.874961,6.262000,6.287676,8.035950,8.498992,0.000000
-0.087905,0.758463,1.885635,2.736753,4.020957,4.877530,6.197118,6.240242,8.086281,8.549002,0.000000
-0.085947,0.730283,1.891780,2.756996,4.031931,4.914943,6.165538,6.184666,8.068333,8.618484,0.000000
-0.061400,0.705683,1.919278,2.714631,4.087902,4.960454,6.130075,6.209588,8.066819,8.610221,0.000000
-0.038627,0.703505,1.901093,2.712219,4.100051,4.955712,6.101730,6.267807,8.086774,8.609334,0.000000
-0.023909,0.651547,1.963507,2.702382,4.097166,4.933099,6.082384,6.337866,8.079150,8.650509,0.000000
-0.056156,0.621694,1.944489,2.697372,4.058804,4.918594,6.106902,6.296708,8.055705,8.643848,0.000000
-0.146155,0.672569,1.956521,2.628823,4.042811,4.913778,6.172343,6.343925,8.045348,8.622376,0.000000
-0.181768,0.631530,1.972200,2.591782,4.011434,4.883490,6.200506,6.299003,8.051180,8.610991,0.000000
-0.252857,0.634106,1.983602,2.644149,4.009700,4.876262,6.154439,6.370054,8.055399,8.617115,0.000000
-0.214939,0.636090,1.991207,2.650129,4.024199,4.920881,6.157140,6.340647,8.054057,8.562621,0.000000
-0.237145,0.623586,1.932918,2.575622,4.038769,4.957589,6.157142,6.333586,8.082734,8.628807,0.000000
-0.247122,0.620117,1.994236,2.489123,4.039000,4.993402,6.201247,6.444691,8.115218,8.653029,0.000000
-0.267875,0.625405,2.030315,2.538950,4.059872,5.012691,6.181747,6.472905,8.080497,8.580891,0.000000
-0.300307,0.610114,2.063474,2.571083,4.041258,5.012157,6.176821,6.406098,8.115663,8.620769,0.000000
-0.210201,0.652207,2.002749,2.617296,4.074459,5.014737,6.141076,6.492815,8.159879,8.658361,0.000000
-0.211721,0.714963,2.014616,2.642601,4.075616,5.059150,6.120453,6.547728,8.133231,8.697552,0.000000
-0.228683,0.786620,1.957487,2.724254,4.005312,4.982813,6.101889,6.602520,8.150150,8.748545,0.000000
-0.160579,0.847044,1.905178,2.700967,4.057313,4.966640,6.054622,6.645631,8.114063,8.780790,0.000000
-0.079863,0.873457,1.905203,2.701587,4.019522,5.013394,5.985796,6.651690,8.096794,8.830786,0.000000
-0.068333,0.832924,1.956063,2.620627,3.972805,4.938598,5.910596,6.642169,8.144447,8.810921,0.000000
-0.081899,0.813311,2.041820,2.597667,3.968040,4.968489,5.965682,6.619426,8.184425,8.804981,0.000000
-0.161538,0.831886,2.093759,2.628250,3.920501,4.956474,6.005748,6.573271,8.182136,8.839976,0.000000
-0.206947,0.868936,2.039902,2.681749,3.861769,4.898648,5.982898,6.575113,8.174874,8.790244,0.000000
-0.207005,0.886829,2.027706,2.613197,3.820322,4.875919,5.942515,6.624057,8.216872,8.734870,0.000000
-0.154096,0.916934,2.062932,2.632827,3.823925,4.880451,5.956812,6.568309,8.196467,8.784845,0.000000
-0.167018,0.883373,2.109075,2.562860,3.857186,4.951711,5.997158,6.558460,8.210564,8.784009,0.000000
-0.142901,0.804930,2.165901,2.582254,3.823634,4.971534,6.031013,6.573698,8.209470,8.781331,0.000000
-0.120884,0.671222,2.204037,2.587375,3.821051,5.002159,5.933944,6.601062,8.185502,8.767576,0.000000
-0.115291,0.660565,2.183289,2.577272,3.819642,5.073145,5.904731,6.587836,8.169089,8.846920,0.000000
-0.092361,0.664370,2.185631,2.563043,3.818278,5.104184,5.920473,6.656040,8.180237,8.873478,0.000000
-0.046517,0.560930,2.177915,2.497053,3.823531,5.012246,5.912404,6.695543,8.139888,8.899403,0.000000
-0.026459,0.558315,2.169525,2.516847,3.875418,5.073253,5.972416,6.640058,8.113814,8.909859,0.000000
0.037200,0.604925,2.178150,2.547000,3.901791,5.112548,5.970833,6.750968,8.101013,8.946435,0.000000
0.113404,0.638559,2.182696,2.478048,3.837148,5.190424,5.920564,6.784277,8.131083,8.898964,0.000000
0.196549,0.572067,2.245089,2.471890,3.737925,5.212573,5.874020,6.858857,8.176667,8.859091,0.000000
0.248016,0.545109,2.261725,2.432469,3.767511,5.206665,5.904562,6.862314,8.234047,8.867911,0.000000
0.276950,0.491406,2.238927,2.453180,3.720534,5.222160,5.879849,6.844258,8.249168,8.888773,0.000000
0.351759,0.512765,2.249866,2.497402,3.709490,5.266374,5.923356,6.855934,8.197188,8.907925,0.000000
0.349848,0.606801,2.247074,2.515361,3.671374,5.327295,5.954788,6.875950,8.243964,8.905989,0.000000
0.226254,0.604935,2.169197,2.463439,3.613698,5.322717,5.952764,6.831537,8.336089,8.896140,0.000000
0.156117,0.608588,2.230786,2.407393,3.597851,5.304604,5.920472,6.839400,8.341333,8.925875,0.000000
0.164475,0.635779,2.260837,2.398063,3.541840,5.293531,5.971298,6.867492,8.327415,8.885623,0.000000
0.159889,0.663917,2.258885,2.411614,3.524116,5.278124,5.983297,6.894814,8.304348,8.943236,0.000000
0.225341,0.645912,2.167657,2.442297,3.464906,5.319079,6.000281,6.899185,8.300515,8.936053,0.000000
0.227803,0.691577,2.062624,2.472465,3.400140,5.341818,6.027107,6.868445,8.274949,8.926080,0.000000
0.219665,0.654168,2.051054,2.439237,3.348281,5.411016,6.075417,6.843738,8.212044,8.956549,0.000000
0.178593,0.657192,2.110951,2.518118,3.357790,5.424270,6.055918,6.863745,8.226167,8.929272,0.000000
0.236219,0.574343,2.103286,2.478299,3.387737,5.455482,6.009753,6.814285,8.198378,8.869843,0.000000
0.225768,0.622298,2.127465,2.463598,3.390302,5.522483,6.074137,6.788758,8.188711,8.914612,0.000000
0.288271,0.679059,2.131914,2.531451,3.361655,5.498916,6.131868,6.827930,8.210221,8.885678,0.000000
0.283977,0.713678,2.146684,2.644023,3.420990,5.408412,6.170889,6.849328,8.201160,8.878036,0.000000
0.305354,0.754618,2.176133,2.608955,3.443708,5.425577,6.206276,6.823584,8.248935,8.837415,0.000000
0.341441,0.813497,2.143081,2.631947,3.526662,5.364900,6.160023,6.785120,8.254465,8.880719,0.000000
0.334782,0.746351,2.132772,2.540681,3.455872,5.410543,6.184210,6.746813,8.235263,8.791765,0.000000
