Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
0.024367,1.203872,1.844204,2.706618,4.071176,4.649181,6.207358,7.209331,7.848568,9.632526,0.000000
-0.038482,0.979791,1.960094,3.100659,3.975421,4.992887,6.124285,6.954019,8.086444,8.788793,0.000000
-0.058440,1.076383,1.887533,3.001563,4.025502,4.940717,6.233959,7.001132,8.052083,9.015440,0.000000
-0.103512,1.071103,1.905766,3.035200,3.967025,4.980038,6.196503,6.926697,8.054116,8.941139,0.000000
-0.106157,1.131077,1.854641,3.051981,3.966250,4.945962,6.245142,6.890255,8.077206,8.980194,0.000000
-0.084896,1.057581,1.891532,3.027380,3.864444,5.023327,6.298230,6.816174,8.109154,8.908180,0.000000
-0.045598,1.086960,1.857797,3.040245,3.858032,4.997666,6.363378,6.801805,8.120897,8.959314,0.000000
-0.006734,1.141628,1.790848,3.076292,3.917319,4.912971,6.293705,6.747437,8.100790,8.921308,0.000000
-0.037785,1.145261,1.776458,3.092341,3.938033,4.823169,6.256511,6.786827,8.059892,8.885660,0.000000
-0.036051,1.133895,1.746450,3.099502,3.895798,4.782291,6.249850,6.729415,8.056385,8.827592,0.000000
-0.072285,1.102749,1.793318,3.074272,3.851541,4.766551,6.203400,6.759175,8.008927,8.827797,0.000000
-0.118748,1.049178,1.736788,3.056670,3.783728,4.775871,6.162851,6.772532,8.054240,8.798470,0.000000
-0.069015,1.036372,1.676950,3.006937,3.770202,4.730832,6.208680,6.794242,8.044552,8.848437,0.000000
-0.072852,1.013655,1.608606,2.997797,3.785492,4.737657,6.253496,6.841234,8.069691,8.910441,0.000000
-0.102604,1.023279,1.581461,3.008246,3.864556,4.670581,6.251234,6.871225,8.047636,8.916842,0.000000
-0.058893,1.038890,1.622075,3.002564,3.836118,4.663338,6.275496,6.881622,8.051767,8.874928,0.000000
-0.031667,1.063687,1.685812,2.956883,3.820138,4.593981,6.328094,6.912362,8.105322,8.902427,0.000000
-0.003773,1.022533,1.779160,2.962035,3.826033,4.525243,6.339066,6.922619,8.148115,8.900917,0.000000
0.025937,1.041627,1.874906,2.966255,3.837486,4.544159,6.368142,6.958114,8.189113,8.933495,0.000000
0.024929,0.963240,1.854185,2.905239,3.787546,4.478325,6.322499,7.005961,8.159823,8.932945,0.000000
0.028094,0.850907,1.792111,2.872788,3.809664,4.460314,6.343256,6.997049,8.182880,8.951275,0.000000
0.014054,0.851444,1.845433,2.877363,3.767794,4.443219,6.380756,7.018985,8.241184,8.919973,0.000000
0.020045,0.884476,1.814324,2.860707,3.772436,4.427558,6.441608,6.980659,8.216004,8.972386,0.000000
0.015383,0.858176,1.809017,2.839087,3.781204,4.437675,6.474113,6.905913,8.174570,8.986291,0.000000
-0.021796,0.860961,1.793282,2.784219,3.782429,4.428527,6.418867,6.918201,8.250017,9.011497,0.000000
-0.056873,0.879479,1.837542,2.727155,3.726547,4.380402,6.408324,6.888049,8.322651,9.039820,0.000000
-0.038882,0.830913,1.787813,2.735172,3.763259,4.374919,6.420047,6.908434,8.321954,8.997487,0.000000
-0.059986,0.884691,1.808960,2.830979,3.791360,4.320873,6.454167,6.956390,8.335281,9.022724,0.000000
-0.031356,0.885643,1.813178,2.861853,3.825610,4.210357,6.393992,7.000074,8.329359,9.083645,0.000000
-0.027455,0.932020,1.775161,2.846204,3.783263,4.278903,6.407742,7.036604,8.337621,9.067574,0.000000
-0.050884,0.968457,1.813585,2.828739,3.774352,4.325290,6.418435,6.993009,8.332949,9.078367,0.000000
-0.051204,0.949683,1.776781,2.840717,3.676331,4.361071,6.409031,6.976736,8.275775,9.103258,0.000000
0.027165,0.921983,1.793061,2.788041,3.614860,4.347185,6.403889,6.951078,8.291007,9.153241,0.000000
-0.008017,0.876041,1.827885,2.837080,3.638548,4.324742,6.441529,6.996953,8.224012,9.208344,0.000000
0.003977,0.831774,1.808251,2.862658,3.644740,4.295807,6.466417,6.957220,8.154341,9.252831,0.000000
0.065197,0.938053,1.801281,2.803725,3.652431,4.376601,6.468811,6.936086,8.185653,9.272451,0.000000
0.125042,0.910067,1.796214,2.807394,3.683840,4.381662,6.495139,7.000912,8.142714,9.321605,0.000000
0.138329,0.932077,1.849216,2.798463,3.669151,4.322925,6.527829,7.038191,8.104767,9.270202,0.000000
0.079103,0.984938,1.863947,2.772463,3.698454,4.307638,6.561309,7.045611,8.078402,9.275315,0.000000
0.034424,0.931964,1.791537,2.787876,3.740708,4.304344,6.550556,7.093604,8.072761,9.244210,0.000000
