Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.206258,0.945162,2.088817,3.159316,3.797518,5.093679,5.985906,7.363069,7.887022,8.729549,0.000000
-0.002999,0.966673,2.070867,2.939243,4.020820,5.032961,5.928109,7.032035,8.040259,9.029219,0.000000
-0.078526,0.993173,2.104774,2.960068,3.929324,5.078428,5.933189,7.145086,8.031492,8.967752,0.000000
-0.059589,0.997050,2.129551,2.982838,3.865815,5.083930,5.977200,7.168036,8.060525,9.080463,0.000000
-0.034629,0.994200,2.238902,2.976246,3.800204,5.064678,6.017845,7.245837,8.008105,9.020734,0.000000
0.004247,1.024366,2.266185,2.958585,3.855948,5.050465,6.050814,7.225294,7.963647,9.035031,0.000000
0.050492,1.030770,2.271757,3.005664,3.801706,5.064646,6.073105,7.261609,7.946444,9.067782,0.000000
0.082796,1.051152,2.235277,3.018771,3.805161,5.008877,6.007306,7.237925,7.938561,9.103084,0.000000
0.011382,1.067420,2.262000,3.008401,3.805180,4.979752,5.964791,7.232981,7.964592,9.034549,0.000000
-0.049608,1.068784,2.276273,2.980907,3.781266,4.931893,5.934359,7.266109,7.971198,9.035013,0.000000
-0.070409,1.049340,2.305756,3.023308,3.831122,4.913102,5.831868,7.280695,7.966545,9.080818,0.000000
-0.136764,1.036068,2.368887,3.066636,3.901287,4.939299,5.857948,7.259095,7.901840,9.120827,0.000000
-0.146678,1.055798,2.405807,3.112622,3.905170,4.882132,5.943998,7.265702,7.911307,9.059662,0.000000
-0.168511,1.075101,2.407173,3.145327,3.857278,4.857301,6.007605,7.252875,8.005503,9.070591,0.000000
-0.090579,0.998535,2.464421,3.214299,3.829244,4.903526,5.925777,7.294332,8.005250,9.031092,0.000000
-0.117843,0.968696,2.537037,3.177766,3.835992,4.928201,5.954664,7.244505,8.066500,8.992047,0.000000
-0.142124,0.983228,2.560689,3.152799,3.802247,4.913416,5.949237,7.178342,8.125219,8.948339,0.000000
-0.071693,1.025322,2.580747,3.087892,3.764220,4.925399,5.941489,7.219542,8.144523,8.912965,0.000000
-0.028895,1.062548,2.547722,3.059661,3.723179,4.920139,5.957339,7.264506,8.145173,8.907735,0.000000
