Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Label
-0.085253,1.213874,2.092030,2.509794,4.213317,4.669477,5.794805,6.724010,7.803536,8.876465,0.000000
0.033298,1.004325,1.955809,3.026913,4.026293,5.002534,6.073837,6.971258,8.136100,8.997205,0.000000
0.003214,1.100594,1.952605,2.812885,4.088677,4.856990,6.046665,6.891782,8.099879,8.914841,0.000000
-0.036785,0.996100,1.903798,2.950945,4.066170,4.943543,6.140209,6.938349,8.091391,8.904539,0.000000
-0.100485,1.029109,1.885135,2.868300,4.024376,4.923878,6.088680,6.956693,8.000219,8.875375,0.000000
-0.134965,0.951422,1.890105,2.889694,3.915338,4.944629,6.132764,6.993300,7.979826,8.942200,0.000000
-0.138970,0.958311,1.922336,2.834628,3.907058,4.819803,6.144177,6.979497,7.924630,8.953496,0.000000
-0.117891,0.987911,1.954996,2.806586,3.845409,4.792235,6.155819,7.020099,7.991216,8.929840,0.000000
-0.199115,1.043922,1.998779,2.709333,3.852015,4.800497,6.088129,6.965393,7.981691,8.927614,0.000000
-0.216749,1.069797,2.028597,2.698540,3.865525,4.706782,6.087689,6.959495,8.000378,8.879287,0.000000
-0.293898,1.191972,1.988472,2.768078,3.903818,4.700302,6.094786,6.943445,8.057332,8.815158,0.000000
-0.343572,1.276111,2.011954,2.858380,3.868221,4.751968,6.165811,6.981303,8.111156,8.817388,0.000000
-0.309937,1.362667,2.092910,2.836497,3.887365,4.723118,6.173325,6.944486,8.043116,8.837872,0.000000
-0.331198,1.399257,2.163945,2.868651,3.833983,4.750207,6.234534,6.972711,8.099261,8.842913,0.000000
-0.343249,1.380411,2.154335,2.776982,3.839969,4.655223,6.202314,7.013524,8.089300,8.883427,0.000000
-0.369433,1.381537,2.150874,2.720961,3.856000,4.626677,6.207053,7.017716,8.106188,8.904353,0.000000
-0.381354,1.351490,2.106232,2.803366,3.864656,4.641106,6.174607,7.044709,8.067962,8.831927,0.000000
-0.415277,1.335202,2.113783,2.835596,3.859587,4.687677,6.222486,7.078944,8.074377,8.858126,0.000000
-0.430769,1.360879,2.134356,2.833181,3.777376,4.675624,6.221214,7.112269,8.123271,8.781652,0.000000
-0.488936,1.356590,2.119700,2.872903,3.861838,4.673215,6.197752,7.091377,8.161061,8.808615,0.000000
-0.469085,1.404557,2.119300,2.860277,3.941297,4.716926,6.206094,7.019200,8.141978,8.754175,0.000000
-0.420038,1.398916,2.159813,2.876870,3.921199,4.719940,6.187301,7.005418,8.188893,8.773066,0.000000
-0.367139,1.410155,2.244639,2.891670,3.842813,4.719565,6.161032,7.016729,8.245462,8.762796,0.000000
-0.363553,1.339973,2.258500,3.007773,3.892835,4.679657,6.194589,7.028113,8.237100,8.784360,0.000000
-0.397267,1.341395,2.268832,2.968190,3.947845,4.603757,6.115363,6.974640,8.123708,8.807779,0.000000
-0.397598,1.338806,2.278800,2.967038,3.949473,4.569074,6.035292,6.938316,8.067421,8.843101,0.000000
-0.386522,1.276112,2.284882,2.986793,3.905520,4.502388,5.998631,6.878275,8.008746,8.762611,0.000000
-0.435944,1.225413,2.283910,2.998894,3.964410,4.412609,5.967942,6.872918,7.988016,8.721559,0.000000
-0.528993,1.220986,2.243793,2.986526,4.043299,4.298107,5.972789,6.854360,8.005211,8.707947,0.000000
-0.544732,1.196603,2.233135,2.954707,4.030012,4.307150,5.991306,6.873554,8.040780,8.665322,0.000000
-0.477272,1.238473,2.240172,2.963979,4.021117,4.280849,6.032127,6.886768,8.044425,8.658387,0.000000
-0.424149,1.178788,2.192504,2.932611,4.070660,4.216075,6.091533,6.797382,7.962765,8.635829,0.000000
-0.476236,1.171978,2.147999,2.860095,4.091659,4.229155,6.076543,6.834693,8.046456,8.654487,0.000000
-0.446211,1.258326,2.212783,2.879689,4.130264,4.230490,6.071409,6.844507,8.049490,8.696490,0.000000
-0.428560,1.282313,2.185019,2.792309,4.169475,4.218962,6.000317,6.786221,7.995366,8.730785,0.000000
-0.353528,1.264634,2.204254,2.717641,4.195415,4.286203,5.996098,6.810495,8.003198,8.755977,0.000000
-0.332587,1.302801,2.229485,2.717175,4.243891,4.284564,6.009258,6.799134,8.030623,8.768385,0.000000
-0.403463,1.261896,2.286341,2.711517,4.264178,4.300826,5.967469,6.839008,8.047963,8.745641,0.000000
-0.428603,1.268353,2.280904,2.659715,4.248254,4.358517,5.946389,6.795284,8.017438,8.747736,0.000000
-0.410002,1.240586,2.223859,2.659434,4.265485,4.317809,5.957416,6.792857,7.951592,8.795672,0.000000
-0.457952,1.228820,2.176174,2.701454,4.230131,4.282069,5.916329,6.705408,7.907351,8.830924,0.000000
-0.469947,1.221859,2.179485,2.617684,4.201844,4.308965,5.918239,6.675231,7.958958,8.828045,0.000000
-0.434511,1.216544,2.239900,2.580214,4.140727,4.391873,5.934813,6.662674,7.923901,8.791874,0.000000
-0.415098,1.200964,2.234128,2.538494,4.140699,4.475145,5.910146,6.669167,7.933551,8.777358,0.000000
-0.346494,1.290883,2.262051,2.477611,4.098344,4.524147,5.936711,6.691764,7.952489,8.786805,0.000000
-0.362245,1.334962,2.295495,2.479297,4.096473,4.542794,5.989499,6.675557,7.953518,8.706848,0.000000
-0.315650,1.280083,2.294046,2.513483,4.090584,4.540183,5.951099,6.653156,7.963964,8.688385,0.000000
-0.281983,1.275435,2.285358,2.516884,4.118149,4.503994,5.995714,6.651341,7.934220,8.694775,0.000000
-0.334804,1.289803,2.302865,2.481560,4.121124,4.537181,6.057254,6.632793,7.881428,8.674693,0.000000
-0.309388,1.259899,2.371145,2.424649,4.129691,4.474124,6.047248,6.594963,7.819620,8.633272,0.000000
-0.278919,1.289932,2.359556,2.342980,4.149646,4.395744,6.049657,6.543397,7.811755,8.659814,0.000000
-0.265960,1.326151,2.368127,2.306960,4.185547,4.368662,5.974823,6.555016,7.896766,8.631010,0.000000
-0.221647,1.329701,2.387175,2.315271,4.159671,4.267943,5.943625,6.525169,7.826734,8.628296,0.000000
-0.312609,1.345348,2.406258,2.358474,4.148642,4.260642,5.942156,6.500589,7.778475,8.634239,0.000000
-0.339086,1.301164,2.335021,2.340906,4.126421,4.345747,5.907799,6.470884,7.762881,8.549109,0.000000
-0.315711,1.334711,2.221219,2.377009,4.121566,4.393589,5.850711,6.519055,7.776233,8.606372,0.000000
-0.303280,1.363812,2.208893,2.357471,4.137830,4.399013,5.888323,6.488664,7.786889,8.639708,0.000000
-0.380986,1.347482,2.213282,2.386651,4.094051,4.410698,5.869040,6.413045,7.782050,8.651685,0.000000
-0.397825,1.320766,2.207086,2.392319,4.048154,4.384465,5.918252,6.391201,7.796492,8.651765,0.000000
-0.380301,1.327669,2.215424,2.327947,4.035834,4.380045,5.929817,6.421638,7.790588,8.675583,0.000000
-0.371547,1.358839,2.197758,2.325949,4.001947,4.330333,5.858786,6.411744,7.733582,8.673659,0.000000
